0.000000000000000000e+00 1.425984036177396774e-02 6.929077208042144775e-04
1.000000000000000000e+00 0.000000000000000000e+00 2.918764948844909668e-06
2.000000000000000000e+00 -6.070852265338544385e-08 3.410968929529190063e-06
3.000000000000000000e+00 -5.060643104570772266e-08 1.718203357370384765e-10
4.000000000000000000e+00 -3.349824950760194042e-08 -1.473798860729402804e-10
5.000000000000000000e+00 -6.944048891455167904e-08 3.238582735320960637e-09
6.000000000000000000e+00 0.000000000000000000e+00 -5.266045377538830508e-09
7.000000000000000000e+00 -5.666406721616112918e-08 0.000000000000000000e+00
8.000000000000000000e+00 0.000000000000000000e+00 -7.674351154562941701e-10
9.000000000000000000e+00 0.000000000000000000e+00 7.916383992778719403e-09
1.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.100000000000000000e+01 -3.440440465851679619e-08 6.651926298673060955e-08
